rcsB	-1	PA14_48940	5.6084e-160
PA14_65860	-1	PA14_48940	6.0775e-160
PA14_64050	-1	PA14_48940	7.1918e-160
PA14_62900	1	PA14_48940	7.9649e-160
PA14_20820	-1	PA14_48940	8.2964e-160
PA14_57140	-1	PA14_48940	8.526e-160
PA14_64180	-1	PA14_48940	1.0978e-159
PA14_68040	-1	PA14_48970	1.3422e-158
PA14_65630	-1	PA14_48990	2.3642e-158
PA14_64470	1	PA14_48990	4.2934e-158
PA14_65320	-1	PA14_48990	4.4689e-158
PA14_46370	-1	PA14_48990	1.943e-157
hasR	-1	PA14_48990	3.3579e-157
PA14_61840	-1	PA14_48990	3.9682e-157
PA14_67670	-1	PA14_48990	4.5504e-157
PA14_59590	1	PA14_48990	4.8662e-157
PA14_59800	-1	PA14_48990	4.901e-157
PA14_69980	1	PA14_48990	5.0109e-157
PA14_66690	-1	PA14_48990	5.5179e-157
PA14_59790	-1	PA14_48990	6.1743e-157
PA14_59780	-1	PA14_48990	6.9006e-157
PA14_65410	-1	PA14_48990	7.0593e-157
algZ	-1	PA14_48990	8.0525e-157
PA14_68040	-1	PA14_48960	9.8363e-157
PA14_63920	1	PA14_48990	1.016e-156
PA14_72400	-1	PA14_48990	1.0397e-156
PA14_60970	-1	PA14_48990	1.0653e-156
PA14_61010	-1	PA14_52080	6.8535e-151
PA14_68040	-1	PA14_48950	1.5109e-150
PA14_67500	-1	PA14_52080	7.4648e-150
PA14_63920	-1	PA14_52080	8.0793e-150
PA14_69620	-1	PA14_52080	3.9753e-149
PA14_56940	1	PA14_52080	7.9066e-149
PA14_64470	-1	PA14_52080	1.1356e-148
PA14_65320	-1	PA14_49010	7.0325e-147
PA14_68040	-1	PA14_48940	1.8745e-145
PA14_68040	-1	PA14_49000	1.8745e-145
PA14_65630	-1	PA14_49010	1.0514e-144
PA14_63920	-1	PA14_49010	2.9585e-144
PA14_20820	-1	PA14_49010	8.6259e-144
PA14_69620	-1	PA14_49010	1.2018e-143
PA14_72400	-1	PA14_49010	1.3352e-143
PA14_61010	-1	PA14_49010	3.5261e-143
PA14_61840	-1	PA14_49010	3.5836e-143
algZ	-1	PA14_49010	5.2086e-143
PA14_66690	-1	PA14_49010	6.4631e-143
hasR	-1	PA14_49010	6.9143e-143
PA14_64180	-1	PA14_49010	1.5201e-142
PA14_60970	-1	PA14_49010	1.5405e-142
pmrA	-1	PA14_49010	1.6019e-142
PA14_65860	-1	PA14_49010	1.966e-142
PA14_59590	-1	PA14_49010	2.1525e-142
PA14_59790	-1	PA14_49010	2.2328e-142
PA14_51880	-1	PA14_49010	2.4123e-142
PA14_05320	-1	PA14_49010	2.4237e-142
PA14_65410	-1	PA14_49010	3.7025e-142
PA14_63280	-1	PA14_49010	3.7614e-142
rcsB	-1	PA14_49010	3.895e-142
PA14_62900	1	PA14_49010	3.9864e-142
PA14_62900	-1	PA14_32390	3.8809e-141
PA14_62490	-1	PA14_32390	1.941e-140
PA14_68040	-1	PA14_48990	2.4626e-138
exsD	-1	PA14_00560	3.1061e-120
PA14_59800	1	PA14_48910	7.2532e-119
PA14_72400	-1	PA14_48910	1.0661e-118
PA14_51880	-1	PA14_48910	1.6162e-118
roxS	1	PA14_48910	2.6082e-118
PA14_65860	1	PA14_48910	4.5342e-118
rcsB	1	PA14_48910	9.8325e-118
PA14_30210	1	PA14_48910	9.9097e-118
PA14_22940	1	PA14_22980	5.0059e-109
PA14_68040	-1	PA14_48910	8.5886e-104
PA14_72400	1	PA14_52110	9.0051e-102
PA14_65280	-1	PA14_71500	9.5655e-100
PA14_51880	1	PA14_48920	3.1033e-96
PA14_65320	-1	PA14_48920	4.7548e-96
PA14_65630	-1	PA14_48920	9.332e-96
PA14_56370	-1	PA14_48920	9.8669e-96
algR	-1	PA14_48920	1.1913e-95
PA14_20820	-1	PA14_48920	3.5122e-95
PA14_59790	-1	PA14_48920	3.733e-95
algW	1	PA14_48920	4.4657e-95
PA14_51320	-1	PA14_48920	6.5214e-95
PA14_67680	-1	PA14_48920	7.0155e-95
PA14_61020	1	PA14_48920	7.1278e-95
PA14_69620	1	PA14_48920	7.2939e-95
PA14_59800	-1	PA14_48920	7.6018e-95
PA14_58670	-1	PA14_48920	7.9779e-95
PA14_19340	-1	PA14_48920	8.1209e-95
PA14_19340	-1	PA14_64530	1.409e-91
PA14_62530	-1	PA14_64530	2.223e-91
PA14_68040	-1	PA14_64530	2.3972e-91
nfxB	1	PA14_64530	3.7548e-91
PA14_64470	1	PA14_64530	5.3471e-91
algZ	1	PA14_64530	7.4415e-91
PA14_68680	1	PA14_64530	2.0957e-90
pilR	1	PA14_64530	2.179e-90
PA14_61010	1	PA14_64530	2.2107e-90
PA14_60970	-1	PA14_64530	2.3052e-90
PA14_68250	1	PA14_64530	2.4666e-90
PA14_65630	-1	PA14_64530	2.6865e-90
PA14_05320	-1	PA14_64530	3.1785e-90
PA14_62170	1	PA14_64530	3.4617e-90
PA14_51880	1	PA14_64530	3.6279e-90
PA14_69620	1	PA14_64530	4.0228e-90
PA14_59590	1	PA14_64530	4.3373e-90
lasR	1	PA14_07430	3.5008e-88
PA14_61010	-1	qscR	9.7459e-87
phhR	1	PA14_53070	1.473e-86
algQ	-1	qscR	7.0584e-86
algR	-1	qscR	1.0506e-85
algW	-1	qscR	2.5046e-85
PA14_21190	-1	PA14_21210	2.0834e-84
PA14_07170	-1	PA14_07190	3.1472e-84
PA14_40840	-1	PA14_40830	3.5954e-84
PA14_65280	-1	PA14_71560	3.4416e-78
lasR	1	PA14_68940	2.171e-76
PA14_68040	-1	PA14_49010	5.3149e-75
PA14_59800	1	PA14_18780	1.0025e-73
PA14_51880	-1	PA14_18780	1.9525e-73
lasR	1	PA14_37745	2.0371e-73
PA14_61010	-1	PA14_48890	2.3607e-73
algR	1	PA14_18020	3.9444e-73
PA14_56890	-1	PA14_18780	4.0033e-73
PA14_65320	-1	PA14_48890	1.0062e-72
hasR	-1	PA14_48890	1.5743e-72
PA14_58670	-1	PA14_18780	2.1072e-72
PA14_69980	-1	PA14_48890	2.5295e-72
PA14_63920	-1	PA14_48890	3.7049e-72
algR	-1	PA14_48890	1.2177e-71
PA14_67500	-1	PA14_48890	1.2677e-71
PA14_46570	-1	PA14_46590	1.4133e-71
PA14_32420	-1	PA14_32390	8.9064e-71
PA14_68040	-1	PA14_48920	1.8564e-70
PA14_58620	-1	PA14_49420	5.8193e-70
PA14_16140	-1	PA14_16150	6.9125e-70
PA14_73020	-1	PA14_73010	1.1922e-69
flgM	-1	PA14_61300	1.8009e-69
rcsB	-1	PA14_49420	2.325e-69
PA14_51880	-1	PA14_49420	2.8893e-69
PA14_53890	-1	PA14_53900	5.2346e-69
PA14_61010	-1	PA14_27950	3.8402e-68
PA14_64470	-1	PA14_27950	2.0148e-67
exsD	-1	PA14_42440	2.0477e-67
PA14_03370	-1	PA14_03320	3.8311e-67
lasR	1	PA14_34820	5.1641e-67
PA14_69980	-1	PA14_27950	5.7318e-67
tpbA	-1	PA14_22320	1.1443e-66
PA14_63920	-1	PA14_27950	1.4827e-66
lasR	1	PA14_48100	1.608e-66
PA14_51880	-1	PA14_25100	4.0101e-66
PA14_67500	-1	PA14_27950	4.3248e-66
lasR	1	PA14_48060	5.1995e-66
lasR	1	PA14_34840	5.3827e-66
PA14_51880	-1	PA14_27950	9.1163e-66
PA14_30210	1	PA14_25100	1.2565e-65
lasR	1	PA14_19100	1.6793e-65
PA14_59800	1	PA14_33530	1.7706e-65
PA14_63280	-1	PA14_22320	2.0503e-65
PA14_68680	1	PA14_33530	2.1214e-65
PA14_61010	1	PA14_33530	2.2307e-65
PA14_69620	1	PA14_33530	2.646e-65
PA14_56370	1	PA14_25100	3.7136e-65
PA14_69620	-1	PA14_22320	3.721e-65
PA14_72400	-1	PA14_52760	4.0566e-65
roxS	1	PA14_33530	6.9449e-65
PA14_66880	1	PA14_33530	8.7172e-65
PA14_64470	1	PA14_33530	9.6884e-65
PA14_69980	1	PA14_33530	1.021e-64
PA14_62490	-1	PA14_33530	1.0682e-64
PA14_63920	1	PA14_33530	1.2844e-64
lasR	1	PA14_48140	5.0945e-64
PA14_68040	-1	PA14_48890	6.573e-64
PA14_65410	1	PA14_52760	9.2766e-64
PA14_63920	-1	PA14_22320	2.1368e-63
PA14_51880	-1	PA14_52760	2.5128e-63
PA14_61840	1	PA14_52760	3.2637e-63
PA14_64180	1	PA14_52760	5.482e-63
PA14_32580	-1	PA14_32610	6.1412e-63
PA14_52020	-1	PA14_52040	7.0555e-63
PA14_65410	1	PA14_07430	9.7905e-63
PA14_51880	1	rocR	1.1645e-62
PA14_68040	-1	PA14_22320	1.1843e-62
trpI	-1	PA14_00450	2.9299e-62
cbrB	-1	PA14_22320	3.4426e-62
PA14_64470	-1	PA14_22320	4.7064e-62
PA14_65410	-1	PA14_24510	4.7135e-62
pchR	1	rocR	5.9888e-62
PA14_65320	-1	PA14_08350	7.1018e-62
nfxB	1	PA14_12820	1.3811e-61
flgM	-1	PA14_50300	3.1577e-61
PA14_61010	-1	PA14_22320	3.6277e-61
algR	1	rocR	4.0068e-61
PA14_72400	1	rocR	4.4763e-61
lasR	1	PA14_30580	6.0583e-61
PA14_72400	-1	PA14_25100	6.9955e-61
PA14_66880	-1	PA14_22320	9.6688e-61
PA14_64180	-1	PA14_22320	1.0288e-60
PA14_56940	-1	PA14_22320	1.4943e-60
rhlR	1	PA14_37745	1.5855e-60
PA14_27550	-1	PA14_27570	1.8781e-60
roxS	1	PA14_12820	2.0705e-60
PA14_58620	1	PA14_12820	4.6085e-60
PA14_67500	-1	PA14_22320	5.3503e-60
PA14_62530	-1	PA14_22320	7.008e-60
PA14_65320	-1	PA14_22320	7.2005e-60
lasR	1	PA14_34830	1.4755e-59
PA14_62490	-1	PA14_21570	2.7498e-59
PA14_19340	-1	PA14_22320	2.7581e-59
flgM	-1	PA14_29760	2.8099e-59
PA14_59590	-1	PA14_22320	3.3238e-59
flgM	-1	PA14_18720	3.6873e-59
PA14_58620	-1	PA14_22320	3.7724e-59
PA14_62170	-1	PA14_22320	3.8047e-59
lasR	1	PA14_53250	6.2346e-59
tpbA	-1	PA14_24510	8.5082e-59
PA14_55780	-1	PA14_22320	9.8375e-59
tpbA	-1	PA14_21570	1.2616e-58
cbrB	1	PA14_21570	1.2675e-58
PA14_63280	-1	PA14_21570	1.2818e-58
PA14_69980	-1	PA14_22320	1.9599e-58
PA14_65860	-1	PA14_22320	2.1367e-58
algR	-1	PA14_22320	2.8367e-58
flgM	-1	PA14_20760	2.9839e-58
flgM	-1	PA14_69610	2.9839e-58
PA14_65280	-1	PA14_22320	3.2034e-58
PA14_62970	-1	PA14_21570	3.2919e-58
algQ	1	PA14_21570	3.3808e-58
PA14_62900	-1	PA14_21570	3.7013e-58
PA14_66690	-1	PA14_22320	4.5418e-58
PA14_61680	-1	PA14_21570	4.7656e-58
roxS	-1	PA14_21570	5.1568e-58
pchR	1	PA14_21570	5.4283e-58
PA14_46370	-1	PA14_21570	5.6017e-58
PA14_56940	-1	PA14_21570	5.8726e-58
pmrA	-1	PA14_21570	6.3146e-58
PA14_61020	-1	PA14_21570	6.5248e-58
PA14_57140	-1	PA14_21570	6.576e-58
PA14_61840	-1	PA14_22320	6.7009e-58
PA14_65050	1	PA14_21570	6.7192e-58
PA14_68040	-1	PA14_21570	7.0142e-58
PA14_65540	1	PA14_21570	7.6694e-58
PA14_61680	-1	PA14_22320	9.1493e-58
PA14_65320	-1	PA14_24510	9.2157e-58
PA14_64180	-1	PA14_24510	9.7515e-58
PA14_65410	1	PA14_22980	9.9804e-58
PA14_70970	-1	PA14_70980	1.0471e-57
lasR	1	PA14_37760	1.836e-57
pchR	1	PA14_22320	2.3657e-57
PA14_62970	-1	PA14_22320	2.4848e-57
lasR	1	PA14_16250	2.4914e-57
PA14_65050	-1	PA14_22320	2.6656e-57
PA14_65280	-1	PA14_24510	3.4043e-57
PA14_31870	-1	PA14_31890	4.4482e-57
cysB	1	PA14_24650	5.3956e-57
PA14_73020	-1	PA14_73000	8.8025e-57
PA14_67500	-1	PA14_24510	1.5734e-56
PA14_62170	-1	PA14_24510	2.6092e-56
PA14_62170	1	PA14_32140	3.6132e-56
PA14_46370	1	PA14_32140	4.9253e-56
tpbA	1	PA14_32140	6.8657e-56
flgM	-1	PA14_20750	6.9864e-56
PA14_49160	1	PA14_32140	9.2161e-56
PA14_59590	1	PA14_32140	9.6342e-56
PA14_66320	-1	PA14_10380	1.0549e-55
PA14_62900	-1	PA14_24510	1.0584e-55
PA14_65320	-1	PA14_32140	1.066e-55
PA14_63920	1	PA14_32140	1.1155e-55
PA14_60970	1	PA14_32140	1.1736e-55
rhlR	1	PA14_09440	1.2019e-55
PA14_64180	1	PA14_32140	1.5253e-55
nfxB	1	PA14_32140	1.5556e-55
PA14_55780	1	PA14_32140	1.8321e-55
PA14_68040	1	PA14_32140	1.8379e-55
PA14_67500	1	PA14_32140	2.4839e-55
PA14_61680	-1	PA14_24510	2.5816e-55
PA14_62490	1	PA14_32140	2.6559e-55
pilR	1	PA14_32140	2.6928e-55
roxS	1	PA14_32140	2.7171e-55
PA14_64470	1	PA14_32140	2.8178e-55
PA14_61010	1	PA14_32140	2.9777e-55
flgM	-1	PA14_56000	3.0286e-55
PA14_65410	1	PA14_32140	3.0506e-55
pchR	1	PA14_32140	4.4231e-55
PA14_62530	1	PA14_32140	4.7269e-55
PA14_69620	1	PA14_32140	5.0784e-55
PA14_69980	1	PA14_32140	5.4476e-55
PA14_58620	-1	PA14_24510	7.65e-55
rhlR	1	PA14_68940	1.3701e-54
phoQ	-1	PA14_49200	1.4144e-54
PA14_04390	-1	PA14_04410	1.9858e-54
rhlR	1	PA14_39880	2.33e-54
PA14_68040	-1	PA14_49020	2.5176e-54
PA14_72400	-1	PA14_42350	3.5469e-54
PA14_32700	-1	PA14_48900	9.0216e-54
PA14_65280	-1	PA14_71470	9.9751e-54
PA14_63280	-1	PA14_24510	2.4194e-53
roxS	-1	PA14_01320	2.5295e-53
PA14_69620	-1	PA14_24510	2.7459e-53
PA14_62970	-1	PA14_24510	3.0913e-53
PA14_66880	-1	PA14_24510	4.0458e-53
PA14_19340	-1	PA14_24510	4.3904e-53
PA14_62900	-1	PA14_42350	6.612e-53
PA14_56370	-1	PA14_24510	7.412e-53
lasR	1	PA14_01490	8.3094e-53
algW	-1	PA14_24510	1.0039e-52
PA14_30210	-1	PA14_24510	1.051e-52
PA14_51880	-1	PA14_42350	1.1028e-52
PA14_65410	1	PA14_02250	1.3793e-52
PA14_69980	-1	PA14_24510	1.4255e-52
lasR	1	PA14_39945	1.5241e-52
PA14_62490	-1	PA14_24510	2.2188e-52
PA14_65630	1	PA14_42350	2.7051e-52
PA14_65630	-1	PA14_24510	2.8677e-52
PA14_61840	-1	PA14_24510	3.3e-52
PA14_66690	-1	PA14_24510	3.7601e-52
PA14_63920	-1	PA14_24510	3.9487e-52
PA14_68680	-1	PA14_24510	4.1094e-52
PA14_61010	-1	PA14_24510	4.8262e-52
rhlR	1	PA14_39910	4.9411e-52
PA14_60970	-1	PA14_24510	5.3447e-52
PA14_59800	1	PA14_24510	5.5229e-52
PA14_59780	-1	PA14_24510	5.7244e-52
PA14_56890	-1	PA14_24510	6.1639e-52
exsD	-1	PA14_51530	1.0018e-51
PA14_52070	-1	PA14_52080	1.2628e-51
PA14_65280	1	PA14_42350	1.3651e-51
PA14_62490	1	PA14_42350	1.669e-51
PA14_70420	-1	PA14_70430	2.0771e-51
lasR	1	PA14_10530	3.2955e-51
PA14_69980	1	PA14_42350	4.2908e-51
exsD	-1	PA14_42470	6.828e-51
lasR	1	PA14_20610	1.4382e-50
PA14_07840	-1	PA14_07850	1.5099e-50
PA14_27550	-1	PA14_27560	3.0596e-50
PA14_03370	-1	PA14_03350	3.1173e-50
PA14_64470	-1	PA14_49020	8.0763e-50
exsD	-1	PA14_42460	9.8701e-50
PA14_41220	-1	PA14_71500	9.8838e-50
flgM	-1	PA14_28050	1.1475e-49
rhlR	1	PA14_39945	1.5995e-49
rhlR	1	PA14_19100	1.5997e-49
PA14_65410	1	PA14_02220	3.145e-49
PA14_52020	-1	PA14_52050	4.2617e-49
tpbA	-1	PA14_10370	4.2936e-49
PA14_21880	-1	PA14_21890	6.2381e-49
flgM	-1	PA14_29800	6.8046e-49
lasR	1	PA14_19110	8.8138e-49
PA14_65410	1	pprB	9.8908e-49
rhlR	1	PA14_39890	1.0564e-48
phoQ	-1	PA14_18350	1.2095e-48
flgM	-1	PA14_58650	2.5156e-48
lasR	1	PA14_18630	2.5852e-48
PA14_73370	-1	PA14_43280	2.63e-48
lasR	1	PA14_30630	3.2362e-48
lasR	1	PA14_30620	3.3209e-48
PA14_62170	-1	PA14_10370	3.916e-48
PA14_07820	-1	PA14_07810	4.0304e-48
lasR	1	PA14_21030	4.5079e-48
PA14_68040	-1	PA14_67750	7.8309e-48
exsD	-1	PA14_51520	8.8008e-48
lasR	1	PA14_09420	9.1631e-48
lasR	1	PA14_34870	9.7026e-48
fleQ	1	PA14_50240	1.0186e-47
fleQ	1	PA14_50270	1.4449e-47
PA14_63920	-1	PA14_49020	1.5238e-47
rhlR	1	PA14_09420	3.1435e-47
PA14_65280	-1	PA14_10370	3.1499e-47
PA14_61010	-1	PA14_49020	4.1105e-47
PA14_55780	-1	PA14_62400	4.3297e-47
PA14_66880	-1	PA14_62400	4.5363e-47
flgM	-1	PA14_45590	6.1675e-47
PA14_65410	1	PA14_48060	6.5322e-47
PA14_65320	-1	PA14_32160	9.365e-47
lasR	1	PA14_39910	1.4584e-46
PA14_62530	1	PA14_73020	3.4378e-46
PA14_53070	1	PA14_38530	3.733e-46
flgM	-1	PA14_66320	5.0974e-46
PA14_62490	-1	PA14_62400	6.5796e-46
PA14_61680	-1	PA14_62400	7.3223e-46
argR	1	PA14_52670	7.804e-46
PA14_72400	-1	PA14_07040	9.1691e-46
algR	-1	PA14_62400	1.2933e-45
exsD	-1	PA14_42430	1.4022e-45
PA14_63920	-1	PA14_62400	1.5996e-45
lasR	1	PA14_09440	1.6426e-45
PA14_65090	-1	PA14_73020	1.8966e-45
lasR	1	PA14_39880	2.0085e-45
PA14_30210	-1	PA14_62400	2.0702e-45
PA14_66880	1	PA14_73020	2.2349e-45
PA14_69980	-1	PA14_49020	2.3924e-45
PA14_32700	-1	PA14_48950	2.4729e-45
phhR	1	PA14_38510	2.5088e-45
PA14_59590	-1	PA14_62400	3.3762e-45
PA14_65410	1	PA14_50270	4.0172e-45
roxS	-1	PA14_01340	5.2849e-45
PA14_69980	-1	PA14_62400	5.3014e-45
PA14_05320	1	PA14_73020	6.5657e-45
PA14_03370	-1	PA14_03360	7.3401e-45
anr	1	PA14_60700	8.7622e-45
PA14_53070	1	PA14_38510	9.622e-45
PA14_59590	1	PA14_73020	1.034e-44
PA14_69620	-1	PA14_49020	1.07e-44
roxS	1	PA14_73020	1.1889e-44
PA14_62490	1	PA14_73020	1.2277e-44
PA14_32420	-1	PA14_39060	1.2837e-44
lasR	1	PA14_48040	1.7468e-44
PA14_10790	-1	ampR	1.842e-44
cbrB	-1	PA14_10370	1.9347e-44
PA14_65410	1	PA14_73020	2.1021e-44
rcsB	1	PA14_73020	2.2017e-44
PA14_63280	1	PA14_73020	2.7246e-44
fleQ	1	PA14_50290	3.2486e-44
rhlR	1	PA14_20610	3.6991e-44
PA14_58620	1	PA14_73020	4.7898e-44
lasR	1	PA14_36310	5.1892e-44
PA14_53970	-1	PA14_23760	5.8428e-44
ampR	1	PA14_51530	5.9386e-44
lasR	1	PA14_10700	6.0001e-44
fleQ	1	PA14_65090	6.3026e-44
PA14_72400	-1	PA14_50270	6.3857e-44
PA14_51880	-1	PA14_07040	8.7429e-44
lasR	1	PA14_48115	1.059e-43
lasR	1	PA14_39890	1.127e-43
PA14_65090	-1	PA14_32160	1.1502e-43
algR	1	PA14_32160	1.5959e-43
rhlR	1	PA14_09410	1.637e-43
PA14_24690	-1	PA14_06080	2.0261e-43
PA14_61020	1	PA14_50280	2.2391e-43
PA14_66880	-1	PA14_49020	2.3825e-43
PA14_52070	-1	PA14_52090	2.5593e-43
PA14_59590	-1	PA14_49020	2.6604e-43
roxS	1	PA14_32160	2.7736e-43
rhlR	1	PA14_09460	3.8066e-43
PA14_32420	-1	PA14_22420	4.1358e-43
PA14_65410	-1	PA14_32160	4.682e-43
algR	-1	PA14_49020	5.113e-43
PA14_32420	-1	PA14_27755	5.2061e-43
algW	-1	PA14_32160	5.8495e-43
PA14_63280	-1	PA14_49020	7.4203e-43
PA14_65320	-1	PA14_49020	8.5791e-43
PA14_62530	-1	PA14_32160	9.4458e-43
PA14_62970	-1	PA14_49020	1.043e-42
PA14_61840	-1	PA14_32160	1.1584e-42
PA14_59800	-1	PA14_32160	1.1697e-42
flgM	-1	PA14_42780	1.287e-42
PA14_62900	-1	PA14_32160	1.3587e-42
flgM	-1	PA14_45400	1.4475e-42
fleQ	1	PA14_50360	1.4682e-42
PA14_59780	-1	PA14_32160	1.599e-42
PA14_58620	1	PA14_32160	1.6013e-42
algW	1	PA14_50160	1.6672e-42
PA14_62170	1	PA14_32160	1.698e-42
algQ	-1	PA14_49020	1.7272e-42
PA14_62170	-1	PA14_49020	1.755e-42
pmrA	-1	PA14_49020	1.8845e-42
tpbA	-1	PA14_49020	2.0656e-42
PA14_58620	-1	PA14_49020	3.7024e-42
PA14_64180	-1	PA14_10370	4.1128e-42
PA14_65280	-1	PA14_49020	4.3602e-42
PA14_67500	-1	PA14_49020	4.4807e-42
PA14_65410	1	PA14_50280	5.2869e-42
PA14_65410	1	PA14_02200	6.3755e-42
vfr	1	PA14_00300	1.1442e-41
lasR	1	PA14_09410	1.5788e-41
PA14_65410	1	PA14_48100	1.7343e-41
PA14_50200	1	PA14_65090	1.7478e-41
PA14_25100	-1	PA14_25130	1.9277e-41
flgM	-1	PA14_45540	2.0199e-41
PA14_50200	1	PA14_18720	4.9189e-41
PA14_51880	1	PA14_50160	6.2991e-41
PA14_07170	-1	PA14_62400	1.0777e-40
lasR	1	PA14_39925	1.3337e-40
PA14_32580	-1	PA14_32590	1.5001e-40
PA14_22940	1	PA14_23000	2.9773e-40
lasR	1	PA14_10550	3.6368e-40
flgM	-1	PA14_50290	3.7769e-40
PA14_61010	-1	PA14_50280	4.7509e-40
lasR	1	PA14_09460	5.5646e-40
lasR	1	PA14_34810	6.1258e-40
PA14_41220	-1	PA14_71410	6.4366e-40
PA14_50180	1	PA14_65090	6.9703e-40
PA14_03370	-1	PA14_03340	7.127e-40
PA14_51880	-1	PA14_50280	7.6646e-40
PA14_04780	-1	PA14_48950	8.204e-40
PA14_32700	-1	PA14_48930	9.2898e-40
PA14_65090	-1	PA14_50280	9.4347e-40
rhlR	1	PA14_09450	1.1418e-39
PA14_04780	-1	PA14_48890	1.1554e-39
PA14_32700	-1	PA14_48890	1.4204e-39
lasR	1	rhlR	1.7124e-39
PA14_65320	-1	PA14_32150	2.7023e-39
PA14_03370	-1	PA14_03330	3.2369e-39
PA14_31960	1	PA14_15460	3.2396e-39
PA14_53970	-1	PA14_23790	3.321e-39
PA14_67500	-1	PA14_10370	4.2471e-39
PA14_31960	1	PA14_15480	5.4495e-39
rhlR	1	PA14_39925	5.817e-39
PA14_04780	-1	PA14_48930	6.0293e-39
algR	1	PA14_32700	7.6697e-39
fleQ	1	pprB	8.4435e-39
lasR	1	PA14_10350	8.9541e-39
